2025-06-24T00:15:49.451+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:42.230+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getUserRecord(HttpServletRequest)
2025-06-24T00:57:42.230+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:42.230+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=400, message=JWT token 未提供, data=null)]
2025-06-24T00:57:42.231+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2025-06-24T00:57:42.240+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:42.240+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:57:42.241+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 order by q1_0.create_time desc limit ?
2025-06-24T00:57:42.242+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:57:42.243+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(q1_0.id) from quiz q1_0 where q1_0.is_delete=0
2025-06-24T00:57:42.244+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.244+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.244+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.245+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.245+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.245+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.246+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.246+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.246+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.246+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.248+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.248+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.248+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.249+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.249+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.249+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.249+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.250+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.250+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.250+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.251+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.251+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.251+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.252+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.252+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.252+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.253+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.253+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.254+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.254+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.255+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:42.255+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=19, totalPages=2, pageSize=10, currentPage=1, (truncated)...]
2025-06-24T00:57:42.255+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:57:42.269+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:42.269+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:57:42.270+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 order by q1_0.create_time desc limit ?
2025-06-24T00:57:42.270+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:57:42.272+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(q1_0.id) from quiz q1_0 where q1_0.is_delete=0
2025-06-24T00:57:42.272+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.273+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.273+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.273+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.274+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.274+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.274+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.275+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.275+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.275+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.276+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.276+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.276+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.276+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.276+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.278+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.278+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.278+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.279+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.279+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.279+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.279+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.280+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.280+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.280+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.281+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.281+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.281+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:42.282+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:42.282+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:42.283+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:42.283+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=19, totalPages=2, pageSize=10, currentPage=1, (truncated)...]
2025-06-24T00:57:42.283+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:57:58.299+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/quizzes/UserRecord", parameters={}
2025-06-24T00:57:58.299+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getUserRecord(HttpServletRequest)
2025-06-24T00:57:58.299+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:58.299+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=400, message=JWT token 未提供, data=null)]
2025-06-24T00:57:58.301+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-6] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2025-06-24T00:57:58.312+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:58.312+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:57:58.313+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 order by q1_0.create_time desc limit ?
2025-06-24T00:57:58.314+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:57:58.316+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(q1_0.id) from quiz q1_0 where q1_0.is_delete=0
2025-06-24T00:57:58.317+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.317+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.318+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.319+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.319+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
